Cod_ibge;Mun;Município_base;Regional;Lat;Long;Unidade_Nome;Unidade
3527801;LUPÉRCIO;Lupércio;Regional Marília;-49,812607;-22,432477;CASA DE AGRICULTURA DE Lupércio;CA
3527900;LUTÉCIA;Lutécia;Regional Assis;-50,365255;-22,317037;CASA DE AGRICULTURA DE Lutécia;CA
3528007;MACATUBA;Macatuba;Regional Jaú;-48,722122;-22,457164;CASA DE AGRICULTURA DE Macatuba;CA
3528106;MACAUBAL;Macaubal;Regional General Salgado;-49,978311;-20,846477;CASA DE AGRICULTURA DE Macaubal;CA
3528205;MACEDÔNIA;Macedônia;Regional Fernandópolis;-50,165276;-20,096193;CASA DE AGRICULTURA DE Macedônia;CA
3528304;MAGDA;Magda;Regional General Salgado;-50,215877;-20,610964;CASA DE AGRICULTURA DE Magda;CA
3528502;MAIRIPORÃ;Mairiporã;Regional São Paulo;-46,548147;-23,335545;CASA DE AGRICULTURA DE Mairiporã;CA
3528601;MANDURI;Manduri;Regional Avaré;-49,307236;-23,039176;CASA DE AGRICULTURA DE Manduri;CA
3528700;MARABÁ PAULISTA;Marabá Paulista;Regional PresidenteVenceslau;-52,074689;-22,147662;CASA DE AGRICULTURA DE Marabá Paulista;CA
3528809;MARACAÍ;Maracaí;Regional Assis;-50,75024;-22,657135;CASA DE AGRICULTURA DE Maracaí;CA
3528858;MARAPOAMA;Marapoama;Regional Catanduva;-49,138727;-21,244689;CASA DE AGRICULTURA DE Marapoama;CA
3528908;MARIÁPOLIS;Mariápolis;Regional Dracena;-51,17236;-21,796328;CASA DE AGRICULTURA DE Mariápolis;CA
3529005;MARÍLIA;Marília;Regional Marília;-49,966675;-22,185099;CASA DE AGRICULTURA DE Marília;CA
3529104;MARINÓPOLIS;Marinópolis;Regional Jales;-50,832637;-20,485909;CASA DE AGRICULTURA DE Marinópolis;CA
3529203;MARTINÓPOLIS;Martinópolis;Regional Presidente Prudente;-51,111193;-22,218193;CASA DE AGRICULTURA DE Martinópolis;CA
3529302;MATÃO;Matão;Regional Araraquara;-48,444287;-21,621334;CASA DE AGRICULTURA DE Matão;CA
3529500;MENDONÇA;Mendonça;Regional São José do Rio Preto;-49,567152;-21,191826;CASA DE AGRICULTURA DE Mendonça;CA
3529609;MERIDIANO;Meridiano;Regional Fernandópolis;-50,189895;-20,399343;CASA DE AGRICULTURA DE Meridiano;CA
3529658;MESÓPOLIS;Mesópolis;Regional Jales;-50,618242;-19,966155;CASA DE AGRICULTURA DE Mesópolis;CA
3529708;MIGUELÓPOLIS;Miguelópolis;Regional Orlândia;-48,447593;-20,123622;CASA DE AGRICULTURA DE Miguelópolis;CA
3529807;MINEIROS DO TIETÊ;Mineiros do Tietê;Regional Jaú;-48,443281;-22,464343;CASA DE AGRICULTURA DE Mineiros do Tietê;CA
3530003;MIRA ESTRELA;Mira Estrela;Regional Fernandópolis;-50,176343;-19,875982;CASA DE AGRICULTURA DE Mira Estrela;CA
3529906;MIRACATU;Miracatu;Regional Registro;-47,370443;-24,209977;CASA DE AGRICULTURA DE Miracatu;CA
3530102;MIRANDÓPOLIS;Mirandópolis;Regional Andradina;-51,112979;-21,104608;CASA DE AGRICULTURA DE Mirandópolis;CA
3530201;MIRANTE DO PARANAPANEMA;Mirante do Paranapanema;Regional PresidenteVenceslau;-51,985121;-22,370816;CASA DE AGRICULTURA DE Mirante do Paranapanema;CA
3530300;MIRASSOL;Mirassol;Regional São José do Rio Preto;-49,507463;-20,824483;CASA DE AGRICULTURA DE Mirassol;CA
3530409;MIRASSOLÂNDIA;Mirassolândia;Regional São José do Rio Preto;-49,487098;-20,594345;CASA DE AGRICULTURA DE Mirassolândia;CA
3530508;MOCOCA;Mococa;Regional São João da Boa Vista;-47,010076;-21,445977;CASA DE AGRICULTURA DE Mococa;CA
3530607;MOGI DAS CRUZES;Mogi das Cruzes;Regional Mogi das Cruzes;-46,187727;-23,568176;CASA DE AGRICULTURA DE Mogi das Cruzes;CA
3530706;MOGI GUAÇU;Mogi-Guaçu;Regional Mogi Mirim;-47,021111;-22,228699;CASA DE AGRICULTURA DE Mogi Guaçu;CA
3530805;MOGI MIRIM;Mogi-Mirim;Regional Mogi Mirim;-47,002891;-22,43488;CASA DE AGRICULTURA DE Mogi Mirim;CA
3530904;MOMBUCA;Mombuca;Regional Piracicaba;-47,616829;-22,926263;CASA DE AGRICULTURA DE Mombuca;CA
3531001;MONÇÕES;Monções;Regional General Salgado;-50,091157;-20,872409;CASA DE AGRICULTURA DE Monções;CA
3531100;MONGAGUÁ;Mongaguá;Regional São Paulo;-46,669563;-24,094983;CASA DE AGRICULTURA DE Mongaguá;CA
3531209;MONTE ALEGRE DO SUL;Monte Alegre do Sul;Regional Bragança Paulista;-46,678625;-22,699268;CASA DE AGRICULTURA DE Monte Alegre do Sul;CA
3531308;MONTE ALTO;Monte Alto;Regional Jaboticabal;-48,560047;-21,257604;CASA DE AGRICULTURA DE Monte Alto;CA
3531407;MONTE APRAZÍVEL;Monte Aprazível;Regional São José do Rio Preto;-49,693769;-20,726772;CASA DE AGRICULTURA DE Monte Aprazível;CA
3531506;MONTE AZUL PAULISTA;Monte Azul Paulista;Regional Barretos;-48,680989;-20,907197;CASA DE AGRICULTURA DE Monte Azul Paulista;CA
3531605;MONTE CASTELO;Monte Castelo;Regional Dracena;-51,570498;-21,26495;CASA DE AGRICULTURA DE Monte Castelo;CA
3531803;MONTE MOR;Monte Mor;Regional Campinas;-47,301676;-22,931227;CASA DE AGRICULTURA DE Monte Mor;CA
3531704;MONTEIRO LOBATO;Monteiro Lobato;Regional Pindamonhangaba;-45,797776;-22,954853;CASA DE AGRICULTURA DE Monteiro Lobato;CA
3531902;MORRO AGUDO;Morro Agudo;Regional Orlândia;-48,168679;-20,686579;CASA DE AGRICULTURA DE Morro Agudo;CA
3532009;MORUNGABA;Morungaba;Regional Campinas;-46,787508;-22,88898;CASA DE AGRICULTURA DE Morungaba;CA
3532058;MOTUCA;Motuca;Regional Araraquara;-48,167871;-21,523235;CASA DE AGRICULTURA DE Motuca;CA
3532108;MURUTINGA DO SUL;Murutinga do Sul;Regional Andradina;-51,304698;-21,014569;CASA DE AGRICULTURA DE Murutinga do Sul;CA
3532157;NANTES;Nantes;Regional Presidente Prudente;-51,200734;-22,610432;CASA DE AGRICULTURA DE Nantes;CA
3532207;NARANDIBA;Narandiba;Regional Presidente Prudente;-51,538246;-22,534872;CASA DE AGRICULTURA DE Narandiba;CA
3532306;NATIVIDADE DA SERRA;Natividade da Serra;Regional Pindamonhangaba;-45,369866;-23,445449;CASA DE AGRICULTURA DE Natividade da Serra;CA
3532405;NAZARÉ PAULISTA;Nazaré Paulista;Regional Bragança Paulista;-46,378458;-23,217548;CASA DE AGRICULTURA DE Nazaré Paulista;CA
3532504;NEVES PAULISTA;Neves Paulista;Regional São José do Rio Preto;-49,646613;-20,872617;CASA DE AGRICULTURA DE Neves Paulista;CA
3532603;NHANDEARA;Nhandeara;Regional General Salgado;-50,028102;-20,670997;CASA DE AGRICULTURA DE Nhandeara;CA
3532702;NIPOÃ;Nipoã;Regional São José do Rio Preto;-49,788728;-20,897713;CASA DE AGRICULTURA DE Nipoã;CA
3532801;NOVA ALIANÇA;Nova Aliança;Regional São José do Rio Preto;-49,530078;-21,044771;CASA DE AGRICULTURA DE Nova Aliança;CA
3532827;NOVA CAMPINA;Nova Campina;Regional Itapeva;-48,96892;-24,216516;CASA DE AGRICULTURA DE Nova Campina;CA
3532843;NOVA CANAÃ PAULISTA;Nova Canaã Paulista;Regional Jales;-50,908245;-20,373501;CASA DE AGRICULTURA DE Nova Canaã Paulista;CA
3532868;NOVA CASTILHO;Nova Castilho;Regional General Salgado;-50,347221;-20,780423;CASA DE AGRICULTURA DE Nova Castilho;CA
3532900;NOVA EUROPA;Nova Europa;Regional Araraquara;-48,554957;-21,774598;CASA DE AGRICULTURA DE Nova Europa;CA
3533007;NOVA GRANADA;Nova Granada;Regional São José do Rio Preto;-49,334766;-20,449998;CASA DE AGRICULTURA DE Nova Granada;CA
3533106;NOVA GUATAPORANGA;Nova Guataporanga;Regional Dracena;-51,647411;-21,343292;CASA DE AGRICULTURA DE Nova Guataporanga;CA
3533205;NOVA INDEPENDÊNCIA;Nova Independência;Regional Andradina;-51,52234;-21,160544;CASA DE AGRICULTURA DE Nova Independência;CA
3533304;NOVA LUZITÂNIA;Nova Luzitânia;Regional General Salgado;-50,249392;-20,865234;CASA DE AGRICULTURA DE Nova Luzitânia;CA
3533403;NOVA ODESSA;Nova Odessa;Regional Piracicaba;-47,288743;-22,777703;CASA DE AGRICULTURA DE Nova Odessa;CA
3533254;NOVAIS;Novais;Regional Catanduva;-48,907817;-20,982009;CASA DE AGRICULTURA DE Novais;CA
3533502;NOVO HORIZONTE;Novo Horizonte;Regional Catanduva;-49,295324;-21,471572;CASA DE AGRICULTURA DE Novo Horizonte;CA
3533601;NUPORANGA;Nuporanga;Regional Orlândia;-47,724137;-20,70013;CASA DE AGRICULTURA DE Nuporanga;CA
3533700;OCAUÇU;Ocauçu;Regional Marília;-49,957103;-22,428002;CASA DE AGRICULTURA DE Ocauçu;CA
3533809;ÓLEO;Óleo;Regional Ourinhos;-49,370767;-22,959987;CASA DE AGRICULTURA DE Óleo;CA
3533908;OLÍMPIA;Olímpia;Regional Barretos;-48,951041;-20,70427;CASA DE AGRICULTURA DE Olímpia;CA
3534005;ONDA VERDE;Onda Verde;Regional São José do Rio Preto;-49,245786;-20,608997;CASA DE AGRICULTURA DE Onda Verde;CA
3534104;ORIENTE;Oriente;Regional Marília;-50,101538;-22,137541;CASA DE AGRICULTURA DE Oriente;CA
3534203;ORINDIÚVA;Orindiúva;Regional Votuporanga;-49,365019;-20,211704;CASA DE AGRICULTURA DE Orindiúva;CA
3534302;ORLÂNDIA;Orlândia;Regional Orlândia;-47,899911;-20,697081;CASA DE AGRICULTURA DE Orlândia;CA
3534500;OSCAR BRESSANE;Oscar Bressane;Regional Marília;-50,2548;-22,288861;CASA DE AGRICULTURA DE Oscar Bressane;CA
3534609;OSVALDO CRUZ;Osvaldo Cruz;Regional Tupã;-50,868721;-21,710544;CASA DE AGRICULTURA DE Osvaldo Cruz;CA
3534708;OURINHOS;Ourinhos;Regional Ourinhos;-49,866608;-22,950352;CASA DE AGRICULTURA DE Ourinhos;CA
3534807;OURO VERDE;Ouro Verde;Regional Dracena;-51,74706;-21,522717;CASA DE AGRICULTURA DE Ouro Verde;CA
3534757;OUROESTE;Ouroeste;Regional Fernandópolis;-50,39799;-19,923975;CASA DE AGRICULTURA DE Ouroeste;CA
3534906;PACAEMBU;Pacaembu;Regional Dracena;-51,283263;-21,514765;CASA DE AGRICULTURA DE Pacaembu;CA
3535002;PALESTINA;Palestina;Regional São José do Rio Preto;-49,505274;-20,337249;CASA DE AGRICULTURA DE Palestina;CA
3535200;PALMEIRA D'OESTE;Palmeira D´Oeste;Regional Jales;-50,747135;-20,443078;CASA DE AGRICULTURA DE Palmeira d'Oeste;CA
3535309;PALMITAL;Palmital;Regional Assis;-50,236184;-22,816793;CASA DE AGRICULTURA DE Palmital;CA
3535408;PANORAMA;Panorama;Regional Dracena;-51,861604;-21,487746;CASA DE AGRICULTURA DE Panorama;CA
3535507;PARAGUAÇU PAULISTA;Paraguaçu Paulista;Regional Assis;-50,639385;-22,470121;CASA DE AGRICULTURA DE Paraguaçu Paulista;CA
3535606;PARAIBUNA;Paraibuna;Regional Pindamonhangaba;-45,627337;-23,486182;CASA DE AGRICULTURA DE Paraibuna;CA
3535705;PARAÍSO;Paraíso;Regional Catanduva;-48,762166;-21,010741;CASA DE AGRICULTURA DE Paraíso;CA
3535804;PARANAPANEMA;Paranapanema;Regional Avaré;-48,805375;-23,449637;CASA DE AGRICULTURA DE Paranapanema;CA
3535903;PARANAPUÃ;Paranapuã;Regional Jales;-50,582623;-20,067443;CASA DE AGRICULTURA DE Paranapuã;CA
3536000;PARAPUÃ;Parapuã;Regional Tupã;-50,84612;-21,836257;CASA DE AGRICULTURA DE Parapuã;CA
3536109;PARDINHO;Pardinho;Regional Botucatu;-48,400527;-23,090063;CASA DE AGRICULTURA DE Pardinho;CA
3536208;PARIQUERA-AÇU;Pariquera-Açu;Regional Registro;-47,844298;-24,704064;CASA DE AGRICULTURA DE Pariquera-Açu;CA
3536257;PARISI;Parisi;Regional Votuporanga;-50,035807;-20,25459;CASA DE AGRICULTURA DE Parisi;CA
3536307;PATROCÍNIO PAULISTA;Patrocínio Paulista;Regional Franca;-47,29221;-20,692997;CASA DE AGRICULTURA DE Patrocínio Paulista;CA
3536406;PAULICÉIA;Paulicéia;Regional Dracena;-51,77953;-21,237523;CASA DE AGRICULTURA DE Paulicéia;CA
3536570;PAULISTÂNIA;Paulistânia;Regional Bauru;-49,301107;-22,564577;CASA DE AGRICULTURA DE Paulistânia;CA
3536604;PAULO DE FARIA;Paulo de Faria;Regional Votuporanga;-49,437399;-20,070003;CASA DE AGRICULTURA DE Paulo de Faria;CA
3536703;PEDERNEIRAS;Pederneiras;Regional Bauru;-48,878518;-22,282947;CASA DE AGRICULTURA DE Pederneiras;CA
3536802;PEDRA BELA;Pedra Bela;Regional Bragança Paulista;-46,474108;-22,705935;CASA DE AGRICULTURA DE Pedra Bela;CA
3536901;PEDRANÓPOLIS;Pedranópolis;Regional Fernandópolis;-50,123539;-20,201962;CASA DE AGRICULTURA DE Pedranópolis;CA
3537008;PEDREGULHO;Pedregulho;Regional Franca;-47,425298;-20,166923;CASA DE AGRICULTURA DE Pedregulho;CA
3537107;PEDREIRA;Pedreira;Regional Bragança Paulista;-46,901737;-22,757989;CASA DE AGRICULTURA DE Pedreira;CA
3537156;PEDRINHAS PAULISTA;Pedrinhas Paulista;Regional Assis;-50,818171;-22,818935;CASA DE AGRICULTURA DE Pedrinhas Paulista;CA
3537206;PEDRO DE TOLEDO;Pedro de Toledo;Regional Registro;-47,160509;-24,196023;CASA DE AGRICULTURA DE Pedro de Toledo;CA
3537305;PENÁPOLIS;Penápolis;Regional Araçatuba;-50,133518;-21,385762;CASA DE AGRICULTURA DE Penápolis;CA
3537404;PEREIRA BARRETO;Pereira Barreto;Regional Andradina;-51,095273;-20,692586;CASA DE AGRICULTURA DE Pereira Barreto;CA
3537503;PEREIRAS;Pereiras;Regional Botucatu;-47,979596;-23,111633;CASA DE AGRICULTURA DE Pereiras;CA
3537602;PERUÍBE;Peruíbe;Regional São Paulo;-47,008888;-24,30119;CASA DE AGRICULTURA DE Peruíbe;CA
3537701;PIACATU;Piacatu;Regional Araçatuba;-50,665445;-21,577194;CASA DE AGRICULTURA DE Piacatu;CA
3537800;PIEDADE;Piedade;Regional Sorocaba;-47,44278;-23,80763;CASA DE AGRICULTURA DE Piedade;CA
3537909;PILAR DO SUL;Pilar do Sul;Regional Sorocaba;-47,731234;-23,863946;CASA DE AGRICULTURA DE Pilar do Sul;CA
3538006;PINDAMONHANGABA;Pindamonhangaba;Regional Pindamonhangaba;-45,492104;-22,906833;CASA DE AGRICULTURA DE Pindamonhangaba;CA
3538105;PINDORAMA;Pindorama;Regional Catanduva;-48,921721;-21,193672;CASA DE AGRICULTURA DE Pindorama;CA
3538204;PINHALZINHO;Pinhalzinho;Regional Bragança Paulista;-46,577177;-22,777116;CASA DE AGRICULTURA DE Pinhalzinho;CA
3538303;PIQUEROBI;Piquerobi;Regional PresidenteVenceslau;-51,751603;-21,867041;CASA DE AGRICULTURA DE Piquerobi;CA
3538501;PIQUETE;Piquete;Regional Guaratinguetá;-45,146779;-22,539184;CASA DE AGRICULTURA DE Piquete;CA
3538600;PIRACAIA;Piracaia;Regional Bragança Paulista;-46,276005;-23,056938;CASA DE AGRICULTURA DE Piracaia;CA
3538709;PIRACICABA;Piracicaba;Regional Piracicaba;-47,795846;-22,707734;CASA DE AGRICULTURA DE Piracicaba;CA
3538808;PIRAJU;Piraju;Regional Ourinhos;-49,386871;-23,187283;CASA DE AGRICULTURA DE Piraju;CA
3538907;PIRAJUÍ;Pirajuí;Regional Lins;-49,444532;-21,898932;CASA DE AGRICULTURA DE Pirajuí;CA
3539004;PIRANGI;Pirangi;Regional Barretos;-48,667293;-21,080989;CASA DE AGRICULTURA DE Pirangi;CA
3539202;PIRAPOZINHO;Pirapozinho;Regional Presidente Prudente;-51,569929;-22,451153;CASA DE AGRICULTURA DE Pirapozinho;CA
3539301;PIRASSUNUNGA;Pirassununga;Regional Limeira;-47,415938;-21,969312;CASA DE AGRICULTURA DE Pirassununga;CA
3539400;PIRATININGA;Piratininga;Regional Bauru;-49,19616;-22,412167;CASA DE AGRICULTURA DE Piratininga;CA
3539509;PITANGUEIRAS;Pitangueiras;Regional Barretos;-48,269997;-21,000343;CASA DE AGRICULTURA DE Pitangueiras;CA
3539608;PLANALTO;Planalto;Regional General Salgado;-49,947832;-21,015552;CASA DE AGRICULTURA DE Planalto;CA
3539707;PLATINA;Platina;Regional Assis;-50,223365;-22,610485;CASA DE AGRICULTURA DE Platina;CA
3539905;POLONI;Poloni;Regional São José do Rio Preto;-49,838249;-20,741548;CASA DE AGRICULTURA DE Poloni;CA
3540002;POMPÉIA;Pompéia;Regional Marília;-50,199272;-22,031283;CASA DE AGRICULTURA DE Pompéia;CA
3540101;PONGAÍ;Pongaí;Regional Lins;-49,35485;-21,719092;CASA DE AGRICULTURA DE Pongaí;CA
3540200;PONTAL;Pontal;Regional Ribeirão Preto;-48,057326;-20,986443;CASA DE AGRICULTURA DE Pontal;CA
3540259;PONTALINDA;Pontalinda;Regional Jales;-50,524209;-20,45377;CASA DE AGRICULTURA DE Pontalinda;CA
3540309;PONTES GESTAL;Pontes Gestal;Regional Votuporanga;-49,741772;-20,178759;CASA DE AGRICULTURA DE Pontes Gestal;CA
3540408;POPULINA;Populina;Regional Fernandópolis;-50,522612;-19,913922;CASA DE AGRICULTURA DE Populina;CA
3540507;PORANGABA;Porangaba;Regional Itapetininga;-48,115992;-23,164522;CASA DE AGRICULTURA DE Porangaba;CA
3540606;PORTO FELIZ;Porto Feliz;Regional Sorocaba;-47,521148;-23,226188;CASA DE AGRICULTURA DE Porto Feliz;CA
3540705;PORTO FERREIRA;Porto Ferreira;Regional Limeira;-47,442989;-21,843265;CASA DE AGRICULTURA DE Porto Ferreira;CA
3540804;POTIRENDABA;Potirendaba;Regional São José do Rio Preto;-49,384258;-21,066914;CASA DE AGRICULTURA DE Potirendaba;CA
3540903;PRADÓPOLIS;Pradópolis;Regional Ribeirão Preto;-48,068778;-21,348708;CASA DE AGRICULTURA DE Pradópolis;CA
3541059;PRATÂNIA;Pratânia;Regional Botucatu;-48,670629;-22,814385;CASA DE AGRICULTURA DE Pratânia;CA
3541109;PRESIDENTE ALVES;Presidente Alves;Regional Bauru;-49,407002;-22,122106;CASA DE AGRICULTURA DE Presidente Alves;CA
3541208;PRESIDENTE BERNARDES;Presidente Bernardes;Regional Presidente Prudente;-51,625553;-22,124633;CASA DE AGRICULTURA DE Presidente Bernardes;CA
3541307;PRESIDENTE EPITÁCIO;Presidente Epitácio;Regional PresidenteVenceslau;-52,192717;-21,915192;CASA DE AGRICULTURA DE Presidente Epitácio;CA
3541406;PRESIDENTE PRUDENTE;Presidente Prudente;Regional Presidente Prudente;-51,359536;-21,982908;CASA DE AGRICULTURA DE Presidente Prudente;CA
3541505;PRESIDENTE VENCESLAU;Presidente Venceslau;Regional PresidenteVenceslau;-51,863686;-21,818852;CASA DE AGRICULTURA DE Presidente Venceslau;CA
3541604;PROMISSÃO;Promissão;Regional Lins;-49,819089;-21,485855;CASA DE AGRICULTURA DE Promissão;CA
3541653;QUADRA;Quadra;Regional Itapetininga;-48,052261;-23,299832;CASA DE AGRICULTURA DE Quadra;CA
3541703;QUATÁ;Quatá;Regional Assis;-50,638919;-22,235033;CASA DE AGRICULTURA DE Quatá;CA
3542008;QUINTANA;Quintana;Regional Marília;-50,390512;-22,072067;CASA DE AGRICULTURA DE Quintana;CA
3542107;RAFARD;Rafard;Regional Piracicaba;-47,590796;-23,031386;CASA DE AGRICULTURA DE Rafard;CA
3542206;RANCHARIA;Rancharia;Regional Presidente Prudente;-50,912077;-22,317582;CASA DE AGRICULTURA DE Rancharia;CA
3542305;REDENÇÃO DA SERRA;Redenção da Serra;Regional Pindamonhangaba;-45,510256;-23,269352;CASA DE AGRICULTURA DE Redenção da Serra;CA
3542404;REGENTE FEIJÓ;Regente Feijó;Regional Presidente Prudente;-51,30639;-22,213002;CASA DE AGRICULTURA DE Regente Feijó;CA
3542503;REGINÓPOLIS;Reginópolis;Regional Bauru;-49,182032;-21,850058;CASA DE AGRICULTURA DE Reginópolis;CA
3542602;REGISTRO;Registro;Regional Registro;-47,854993;-24,514842;CASA DE AGRICULTURA DE Registro;CA
3542701;RESTINGA;Restinga;Regional Franca;-47,497737;-20,643665;CASA DE AGRICULTURA DE Restinga;CA
3542800;RIBEIRA;Ribeira;Regional Itapeva;-49,030224;-24,635893;CASA DE AGRICULTURA DE Ribeira;CA
3542909;RIBEIRÃO BONITO;Ribeirão Bonito;Regional Araraquara;-48,177266;-22,035474;CASA DE AGRICULTURA DE Ribeirão Bonito;CA
3543006;RIBEIRÃO BRANCO;Ribeirão Branco;Regional Itapeva;-48,79642;-24,267719;CASA DE AGRICULTURA DE Ribeirão Branco;CA
3543105;RIBEIRÃO CORRENTE;Ribeirão Corrente;Regional Franca;-47,584504;-20,460445;CASA DE AGRICULTURA DE Ribeirão Corrente;CA
3543204;RIBEIRÃO DO SUL;Ribeirão do Sul;Regional Ourinhos;-49,94768;-22,732426;CASA DE AGRICULTURA DE Ribeirão do Sul;CA
3543238;RIBEIRÃO DOS ÍNDIOS;Ribeirão dos Índios;Regional PresidenteVenceslau;-51,583949;-21,812962;CASA DE AGRICULTURA DE Ribeirão dos Índios;CA
3543253;RIBEIRÃO GRANDE;Ribeirão Grande;Regional Itapetininga;-48,361684;-24,194562;CASA DE AGRICULTURA DE Ribeirão Grande;CA
3543402;RIBEIRÃO PRETO;Ribeirão Preto;Regional Ribeirão Preto;-47,816807;-21,215094;CASA DE AGRICULTURA DE Ribeirão Preto;CA
3543709;RINCÃO;Rincão;Regional Araraquara;-48,017893;-21,575291;CASA DE AGRICULTURA DE Rincão;CA
3543808;RINÓPOLIS;Rinópolis;Regional Tupã;-50,72847;-21,686191;CASA DE AGRICULTURA DE Rinópolis;CA
3543907;RIO CLARO;Rio Claro;Regional Limeira;-47,619966;-22,393159;CASA DE AGRICULTURA DE Rio Claro;CA
3544004;RIO DAS PEDRAS;Rio das Pedras;Regional Piracicaba;-47,588206;-22,827493;CASA DE AGRICULTURA DE Rio das Pedras;CA
3544202;RIOLÂNDIA;Riolândia;Regional Votuporanga;-49,732418;-20,047616;CASA DE AGRICULTURA DE Riolândia;CA
3543501;RIVERSUL;Riversul;Regional Itapeva;-49,453729;-23,852811;CASA DE AGRICULTURA DE Riversul;CA
3544251;ROSANA;Rosana;Regional PresidenteVenceslau;-52,857886;-22,51281;CASA DE AGRICULTURA DE Rosana;CA
3544400;RUBIÁCEA;Rubiácea;Regional Araçatuba;-50,754553;-21,346688;CASA DE AGRICULTURA DE Rubiácea;CA
3544509;RUBINÉIA;Rubinéia;Regional Jales;-51,039205;-20,26812;CASA DE AGRICULTURA DE Rubinéia;CA
3544608;SABINO;Sabino;Regional Lins;-49,57365;-21,475156;CASA DE AGRICULTURA DE Sabino;CA
3544707;SAGRES;Sagres;Regional Tupã;-50,992493;-21,87171;CASA DE AGRICULTURA DE Sagres;CA
3544806;SALES;Sales;Regional Catanduva;-49,502385;-21,324927;CASA DE AGRICULTURA DE Sales;CA
3544905;SALES OLIVEIRA;Sales Oliveira;Regional Orlândia;-47,851707;-20,823384;CASA DE AGRICULTURA DE Sales Oliveira;CA
3545001;SALESÓPOLIS;Salesópolis;Regional Mogi das Cruzes;-45,845473;-23,596339;CASA DE AGRICULTURA DE Salesópolis;CA
3545100;SALMOURÃO;Salmourão;Regional Tupã;-50,877731;-21,599177;CASA DE AGRICULTURA DE Salmourão;CA
3545159;SALTINHO;Saltinho;Regional Piracicaba;-47,737041;-22,858556;CASA DE AGRICULTURA DE Saltinho;CA
3545209;SALTO;Salto;Regional Sorocaba;-47,289015;-23,161669;CASA DE AGRICULTURA DE Salto;CA
3545308;SALTO DE PIRAPORA;Salto de Pirapora;Regional Sorocaba;-47,592401;-23,661327;CASA DE AGRICULTURA DE Salto de Pirapora;CA
3545407;SALTO GRANDE;Salto Grande;Regional Ourinhos;-49,966919;-22,861133;CASA DE AGRICULTURA DE Salto Grande;CA
3545506;SANDOVALINA;Sandovalina;Regional Presidente Prudente;-51,872881;-22,488398;CASA DE AGRICULTURA DE Sandovalina;CA
3545605;SANTA ADÉLIA;Santa Adélia;Regional Catanduva;-48,82271;-21,31436;CASA DE AGRICULTURA DE Santa Adélia;CA
3545704;SANTA ALBERTINA;Santa Albertina;Regional Jales;-50,74231;-20,035832;CASA DE AGRICULTURA DE Santa Albertina;CA
3545803;SANTA BÁRBARA D'OESTE;Santa Barbara D´Oeste;Regional Piracicaba;-47,444987;-22,800852;CASA DE AGRICULTURA DE Santa Bárbara d'Oeste;CA
3546009;SANTA BRANCA;Santa Branca;Regional Pindamonhangaba;-45,868816;-23,434723;CASA DE AGRICULTURA DE Santa Branca;CA
3546108;SANTA CLARA D'OESTE;Santa Clara D´Oeste;Regional Jales;-50,911612;-20,074658;CASA DE AGRICULTURA DE Santa Clara d'Oeste;CA
3546207;SANTA CRUZ DA CONCEIÇÃO;Santa Cruz da Conceição;Regional Limeira;-47,495626;-22,124359;CASA DE AGRICULTURA DE Santa Cruz da Conceição;CA
3546256;SANTA CRUZ DA ESPERANÇA;Santa Cruz da Esperança;Regional Ribeirão Preto;-47,439527;-21,280649;CASA DE AGRICULTURA DE Santa Cruz da Esperança;CA
3546306;SANTA CRUZ DAS PALMEIRAS;Santa Cruz das Palmeiras;Regional São João da Boa Vista;-47,253561;-21,859653;CASA DE AGRICULTURA DE Santa Cruz das Palmeiras;CA
3546405;SANTA CRUZ DO RIO PARDO;Santa Cruz do Rio Pardo;Regional Ourinhos;-49,572316;-22,756007;CASA DE AGRICULTURA DE Santa Cruz do Rio Pardo;CA
3546603;SANTA FÉ DO SUL;Santa Fé do Sul;Regional Jales;-50,939765;-20,273426;CASA DE AGRICULTURA DE Santa Fé do Sul;CA
3546801;SANTA ISABEL;Santa Isabel;Regional Mogi das Cruzes;-46,234287;-23,306939;CASA DE AGRICULTURA DE Santa Isabel;CA
3547007;SANTA MARIA DA SERRA;Santa Maria da Serra;Regional Piracicaba;-48,161917;-22,564518;CASA DE AGRICULTURA DE Santa Maria da Serra;CA
3547106;SANTA MERCEDES;Santa Mercedes;Regional Dracena;-51,739784;-21,336416;CASA DE AGRICULTURA DE Santa Mercedes;CA
3547502;SANTA RITA DO PASSA QUATRO;Santa Rita do Passa Quatro;Regional Ribeirão Preto;-47,509421;-21,677983;CASA DE AGRICULTURA DE Santa Rita do Passa Quatro;CA
3547403;SANTA RITA D'OESTE;Santa Rita D´Oeste;Regional Jales;-50,820707;-20,100894;CASA DE AGRICULTURA DE Santa Rita d'Oeste;CA
3547601;SANTA ROSA DE VITERBO;Santa Rosa de Viterbo;Regional Ribeirão Preto;-47,354455;-21,503802;CASA DE AGRICULTURA DE Santa Rosa de Viterbo;CA
3547650;SANTA SALETE;Santa Salete;Regional Jales;-50,7168;-20,268048;CASA DE AGRICULTURA DE Santa Salete;CA
3547205;SANTANA DA PONTE PENSA;Santana da Ponte Pensa;Regional Jales;-50,800827;-20,253145;CASA DE AGRICULTURA DE Santana da Ponte Pensa;CA
