Cod_ibge;Mun;Município_base;Regional;Lat;Long;Unidade_Nome;Unidade
3500105;ADAMANTINA;Adamantina;Regional Dracena;-51,180608;-21,710163;IDA ADAMANTINA;IDA
3504107;ATIBAIA;Atibaia;Regional Bragança Paulista;-46,571246;-23,133402;IDA ATIBAIA;IDA
3504909;BANANAL;Bananal;Regional Guaratinguetá;-44,330912;-22,763651;IDA BANANAL;IDA
3505807;BASTOS;Bastos;Regional Tupã;-50,771543;-21,951551;IDA BASTOS;IDA
3505906;BATATAIS;Batatais;Regional Franca;-47,596353;-20,863177;IDA BATATAIS;IDA
3506102;BEBEDOURO;Bebedouro;Regional Barretos;-48,522526;-20,934;IDA BEBEDOURO;IDA
3507902;BROTAS;Brotas;Regional Jaú;-48,108428;-22,288738;IDA BROTAS;IDA
3508108;BURITAMA;Buritama;Regional General Salgado;-50,201893;-21,055171;IDA BURITAMA;IDA
3509403;CAJURU;Cajuru;Regional Ribeirão Preto;-47,332595;-21,279782;IDA CAJURU;IDA
3510708;CARDOSO;Cardoso;Regional Votuporanga;-49,958564;-20,061094;IDA CARDOSO;IDA
3510807;CASA BRANCA;Casa Branca;Regional São João da Boa Vista;-47,099457;-21,787016;IDA CASA BRANCA;IDA
3516705;GARÇA;Garça;Regional Marília;-49,695074;-22,229476;IDA GARÇA;IDA
3518008;GUARANI D'OESTE;Guarani D´Oeste;Regional Fernandópolis;-50,348074;-20,065111;IDA GUARANI D'OESTE;IDA
3518206;GUARARAPES;Guararapes;Regional Araçatuba;-50,627916;-21,285151;IDA GUARARAPES;IDA
3518305;GUARAREMA;Guararema;Regional Mogi das Cruzes;-46,058276;-23,441373;IDA GUARAREMA;IDA
3520103;IGARAPAVA;Igarapava;Regional Orlândia;-47,694763;-20,068266;IDA IGARAPAVA;IDA
3520301;IGUAPE;Iguape;Regional Registro;-47,463553;-24,609921;IDA IGUAPE;IDA
3523206;ITARARÉ;Itararé;Regional Itapeva;-49,318776;-24,118538;IDA ITARARÉ;IDA
3523909;ITU;Itu;Regional Sorocaba;-47,273179;-23,288788;IDA ITU;IDA
3524709;JAGUARIÚNA;Jaguariúna;Regional Mogi Mirim;-47,021334;-22,689771;IDA JAGUARIÚNA;IDA
3525904;JUNDIAÍ;Jundiaí;Regional Campinas;-46,914069;-23,205025;IDA JUNDIAÍ;IDA
3530102;MIRANDÓPOLIS;Mirandópolis;Regional Andradina;-51,112979;-21,104608;IDA MIRANDÓPOLIS;IDA
3531308;MONTE ALTO;Monte Alto;Regional Jaboticabal;-48,560047;-21,257604;IDA MONTE ALTO;IDA
3533502;NOVO HORIZONTE;Novo Horizonte;Regional Catanduva;-49,295324;-21,471572;IDA NOVO HORIZONTE;IDA
3535507;PARAGUAÇU PAULISTA;Paraguaçu Paulista;Regional Assis;-50,639385;-22,470121;IDA PARAGUAÇU PAULISTA;IDA
3538907;PIRAJUÍ;Pirajuí;Regional Lins;-49,444532;-21,898932;IDA PIRAJUÍ;IDA
3539400;PIRATININGA;Piratininga;Regional Bauru;-49,19616;-22,412167;IDA PIRATININGA;IDA
3541307;PRESIDENTE EPITÁCIO;Presidente Epitácio;Regional PresidenteVenceslau;-52,192717;-21,915192;IDA PRESIDENTE EPITÁCIO;IDA
3542206;RANCHARIA;Rancharia;Regional Presidente Prudente;-50,912077;-22,317582;IDA RANCHARIA;IDA
3543907;RIO CLARO;Rio Claro;Regional Limeira;-47,619966;-22,393159;IDA RIO CLARO;IDA
3546405;SANTA CRUZ DO RIO PARDO;Santa Cruz do Rio Pardo;Regional Ourinhos;-49,572316;-22,756007;IDA SANTA CRUZ DO RIO PARDO;IDA
3546603;SANTA FÉ DO SUL;Santa Fé do Sul;Regional Jales;-50,939765;-20,273426;IDA SANTA FÉ DO SUL;IDA
3548609;SÃO BENTO DO SAPUCAÍ;São Bento do Sapucaí;Regional Pindamonhangaba;-45,681131;-22,698459;IDA SÃO BENTO DO SAPUCAÍ;IDA
3548906;SÃO CARLOS;São Carlos;Regional Araraquara;-47,908283;-21,879904;IDA SÃO CARLOS;IDA
3550100;SÃO MANUEL;São Manuel;Regional Botucatu;-48,582534;-22,702655;IDA SÃO MANUEL;IDA
3550209;SÃO MIGUEL ARCANJO;São Miguel Arcanjo;Regional Itapetininga;-48,007434;-23,936206;IDA SÃO MIGUEL ARCANJO;IDA
3550308;SÃO PAULO;São Paulo;Regional São Paulo;-46,76089;-23,536258;IDA SÃO PAULO;IDA
3553401;TANABI;Tanabi;Regional São José do Rio Preto;-49,684598;-20,517943;IDA TANABI;IDA
3553807;TAQUARITUBA;Taquarituba;Regional Avaré;-49,240542;-23,534796;IDA TAQUARITUBA;IDA
3554508;TIETÊ;Tietê;Regional Piracicaba;-47,703358;-23,040842;IDA TIETÊ;IDA
3500402;ÁGUAS DA PRATA;Águas da Prata;Regional São João da Boa Vista;-46,685196;-21,916583;UDA ÁGUAS DA PRATA;UDA
3500709;AGUDOS;Agudos;Regional Bauru;-49,120125;-22,550958;UDA AGUDOS;UDA
3501004;ALTINÓPOLIS;Altinópolis;Regional Franca;-47,406552;-21,005734;UDA ALTINÓPOLIS;UDA
3501301;ÁLVARES MACHADO;Álvares Machado;Regional Presidente Prudente;-51,514107;-22,145419;UDA ÁLVARES MACHADO;UDA
3501905;AMPARO;Amparo;Regional Bragança Paulista;-46,811329;-22,693437;UDA AMPARO;UDA
3502705;APIAÍ;Apiaí;Regional Itapeva;-48,799809;-24,430802;UDA APIAÍ;UDA
3503307;ARARAS;Araras;Regional Limeira;-47,336075;-22,331681;UDA ARARAS;UDA
3503802;ARTUR NOGUEIRA;Artur Nogueira;Regional Mogi Mirim;-47,147195;-22,553112;UDA ARTUR NOGUEIRA;UDA
3504206;AURIFLAMA;Auriflama;Regional General Salgado;-50,578708;-20,643177;UDA AURIFLAMA;UDA
3504602;BADY BASSITT;Bady Bassitt;Regional São José do Rio Preto;-49,429294;-20,930372;UDA BADY BASSITT;UDA
3505005;BARÃO DE ANTONINA;Barão de Antonina;Regional Avaré;-49,561584;-23,577011;UDA BARÃO DE ANTONINA;UDA
3505203;BARIRI;Bariri;Regional Jaú;-48,734185;-22,057717;UDA BARIRI;UDA
3506300;BERNARDINO DE CAMPOS;Bernardino de Campos;Regional Ourinhos;-49,490958;-23,017412;UDA BERNARDINO DE CAMPOS;UDA
3506706;BOA ESPERANÇA DO SUL;Boa Esperança do Sul;Regional Araraquara;-48,469358;-21,94875;UDA BOA ESPERANÇA DO SUL;UDA
3506904;BOFETE;Bofete;Regional Botucatu;-48,305361;-23,12313;UDA BOFETE;UDA
3508009;BURI;Buri;Regional Itapeva;-48,562962;-23,743882;UDA BURI;UDA
3508306;CABRÁLIA PAULISTA;Cabrália Paulista;Regional Bauru;-49,390548;-22,467357;UDA CABRÁLIA PAULISTA;UDA
3508504;CAÇAPAVA;Caçapava;Regional Pindamonhangaba;-45,716542;-23,121624;UDA CAÇAPAVA;UDA
3508702;CACONDE;Caconde;Regional São João da Boa Vista;-46,5189;-21,510815;UDA CACONDE;UDA
3509304;CAJOBI;Cajobi;Regional Barretos;-48,84189;-20,872417;UDA CAJOBI;UDA
3509809;CAMPOS NOVOS PAULISTA;Campos Novos Paulista;Regional Assis;-50,015645;-22,632397;UDA CAMPOS NOVOS PAULISTA ;UDA
3510005;CÂNDIDO MOTA;Cândido Mota;Regional Assis;-50,419924;-22,801172;UDA CÂNDIDO MOTA;UDA
3510104;CÂNDIDO RODRIGUES;Cândido Rodrigues;Regional Jaboticabal;-48,626263;-21,334481;UDA CÂNDIDO RODRIGUES;UDA
3511409;CERQUEIRA CÉSAR;Cerqueira César;Regional Avaré;-49,117173;-23,062868;UDA CERQUEIRA CÉSAR;UDA
3557204;CHAVANTES;Chavantes;Regional Ourinhos;-49,747309;-23,039582;UDA CHAVANTES;UDA
3512001;COLINA;Colina;Regional Barretos;-48,589922;-20,727846;UDA COLINA;UDA
3512209;CONCHAL;Conchal;Regional Mogi Mirim;-47,152627;-22,380256;UDA CONCHAL;UDA
3512605;CORONEL MACEDO;Coronel Macedo;Regional Avaré;-49,303452;-23,632237;UDA CORONEL MACEDO;UDA
3513207;CRISTAIS PAULISTA;Cristais Paulista;Regional Franca;-47,402534;-20,365682;UDA CRISTAIS PAULISTA;UDA
3513405;CRUZEIRO;Cruzeiro;Regional Guaratinguetá;-45,009871;-22,58472;UDA CRUZEIRO;UDA
3513603;CUNHA;Cunha;Regional Guaratinguetá;-44,892839;-23,080124;UDA CUNHA;UDA
3513702;DESCALVADO;Descalvado;Regional Araraquara;-47,651036;-21,878994;UDA DESCALVADO;UDA
3514304;DOURADO;Dourado;Regional Araraquara;-48,349337;-22,119005;UDA DOURADO;UDA
3514700;ECHAPORÃ;Echaporã;Regional Assis;-50,21337;-22,413736;UDA ECHAPORÃ;UDA
3515186;ESPÍRITO SANTO DO PINHAL;Espírito Santo do Pinhal;Regional São João da Boa Vista;-46,682101;-22,177189;UDA ESPÍRITO SANTO DO PINHAL;UDA
3515202;ESTRELA D'OESTE;Estrela D'Oeste;Regional Fernandópolis;-50,400939;-20,260138;UDA ESTRELA D'OESTE;UDA
3515350;EUCLIDES DA CUNHA PAULISTA;Euclídes da Cunha Paulista;Regional PresidenteVenceslau;-52,594715;-22,541836;UDA EUCLIDES DA CUNHA PAULISTA;UDA
3515400;FARTURA;Fartura;Regional Ourinhos;-49,513815;-23,398502;UDA FARTURA;UDA
3515608;FERNANDO PRESTES;Fernando Prestes;Regional Jaboticabal;-48,683003;-21,31783;UDA FERNANDO PRESTES;UDA
3516002;FLÓRIDA PAULISTA;Flórida Paulista;Regional Dracena;-51,171596;-21,570717;UDA FLÓRIDA PAULISTA;UDA
3516101;FLORÍNIA;Florínea;Regional Assis;-50,684688;-22,869191;UDA FLORÍNEA;UDA
3516606;GÁLIA;Gália;Regional Marília;-49,576663;-22,319109;UDA GÁLIA;UDA
3517604;GUAPIARA;Guapiara;Regional Itapeva;-48,534845;-24,224728;UDA GUAPIARA;UDA
3517703;GUARÁ;Guará;Regional Orlândia;-47,77759;-20,492147;UDA GUARÁ;UDA
3517802;GUARAÇAÍ;Guaraçaí;Regional Andradina;-51,300507;-21,089632;UDA GUARAÇAÍ;UDA
3517901;GUARACI;Guaraci;Regional Barretos;-48,977492;-20,366831;UDA GUARACI;UDA
3519006;HERCULÂNDIA;Herculândia;Regional Tupã;-50,39573;-21,942208;UDA HERCULÂNDIA;UDA
3520442;ILHA SOLTEIRA;Ilha Solteira;Regional Andradina;-51,205583;-20,493339;UDA ILHA SOLTEIRA;UDA
3520509;INDAIATUBA;Indaiatuba;Regional Campinas;-47,188611;-23,105057;UDA INDAIATUBA;UDA
3521101;IPEÚNA;Ipeúna;Regional Limeira;-47,724069;-22,433979;UDA IPEÚNA;UDA
3521606;IRAPURU;Irapuru;Regional Dracena;-51,350208;-21,491563;UDA IRAPURU;UDA
3521903;ITAJOBI;Itajobi;Regional Catanduva;-49,063121;-21,360066;UDA ITAJOBI;UDA
3522158;ITAÓCA;Itaóca;Regional Itapeva;-48,828949;-24,637347;UDA ITAOCA;UDA
3522604;ITAPIRA;Itapira;Regional Mogi Mirim;-46,757939;-22,432387;UDA ITAPIRA;UDA
3522802;ITAPORANGA;Itaporanga;Regional Avaré;-49,442357;-23,659891;UDA ITAPORANGA;UDA
3523305;ITARIRI;Itariri;Regional Registro;-47,137047;-24,29815;UDA ITARIRI;UDA
3523503;ITATINGA;Itatinga;Regional Botucatu;-48,599105;-23,135674;UDA ITATINGA;UDA
3525706;JOSÉ BONIFÁCIO;José Bonifácio;Regional São José do Rio Preto;-49,773977;-21,100535;UDA JOSÉ BONIFÁCIO ;UDA
3526803;LENÇÓIS PAULISTA;Lençóis Paulista;Regional Jaú;-48,806589;-22,658135;UDA LENÇÓIS PAULISTA;UDA
3527009;LINDÓIA;Lindóia;Regional Bragança Paulista;-46,663874;-22,504482;UDA LINDÓIA;UDA
3527207;LORENA;Lorena;Regional Guaratinguetá;-45,054148;-22,789918;UDA LORENA;UDA
3527603;LUÍS ANTÔNIO;Luiz Antônio;Regional Ribeirão Preto;-47,782949;-21,545095;UDA LUÍS ANTÔNIO;UDA
3528809;MARACAÍ;Maracaí;Regional Assis;-50,75024;-22,657135;UDA MARACAÍ;UDA
3528908;MARIÁPOLIS;Mariápolis;Regional Dracena;-51,17236;-21,796328;UDA MARIÁPOLIS;UDA
3529203;MARTINÓPOLIS;Martinópolis;Regional Presidente Prudente;-51,111193;-22,218193;UDA MARTINÓPOLIS;UDA
3529302;MATÃO;Matão;Regional Araraquara;-48,444287;-21,621334;UDA MATÃO;UDA
3529906;MIRACATU;Miracatu;Regional Registro;-47,370443;-24,209977;UDA MIRACATU;UDA
3530300;MIRASSOL;Mirassol;Regional São José do Rio Preto;-49,507463;-20,824483;UDA MIRASSOL;UDA
3530508;MOCOCA;Mococa;Regional São João da Boa Vista;-47,010076;-21,445977;UDA MOCOCA;UDA
3532603;NHANDEARA;Nhandeara;Regional General Salgado;-50,028102;-20,670997;UDA NHANDEARA;UDA
3533700;OCAUÇU;Ocauçu;Regional Marília;-49,957103;-22,428002;UDA OCAUÇU;UDA
3533908;OLÍMPIA;Olímpia;Regional Barretos;-48,951041;-20,70427;UDA OLÍMPIA;UDA
3534104;ORIENTE;Oriente;Regional Marília;-50,101538;-22,137541;UDA ORIENTE;UDA
3534500;OSCAR BRESSANE;Oscar Bressane;Regional Marília;-50,2548;-22,288861;UDA OSCAR BRESSANE;UDA
3534609;OSVALDO CRUZ;Osvaldo Cruz;Regional Tupã;-50,868721;-21,710544;UDA OSVALDO CRUZ;UDA
3535002;PALESTINA;Palestina;Regional São José do Rio Preto;-49,505274;-20,337249;UDA PALESTINA;UDA
3535200;PALMEIRA D'OESTE;Palmeira D´Oeste;Regional Jales;-50,747135;-20,443078;UDA PALMEIRA D'OESTE;UDA
3535309;PALMITAL;Palmital;Regional Assis;-50,236184;-22,816793;UDA PALMITAL;UDA
3535408;PANORAMA;Panorama;Regional Dracena;-51,861604;-21,487746;UDA PANORAMA;UDA
3535705;PARAÍSO;Paraíso;Regional Catanduva;-48,762166;-21,010741;UDA PARAÍSO;UDA
3535903;PARANAPUÃ;Paranapuã;Regional Jales;-50,582623;-20,067443;UDA PARANAPUÃ;UDA
3536109;PARDINHO;Pardinho;Regional Botucatu;-48,400527;-23,090063;UDA PARDINHO;UDA
3536307;PATROCÍNIO PAULISTA;Patrocínio Paulista;Regional Franca;-47,29221;-20,692997;UDA PATROCÍNIO PAULISTA;UDA
3536604;PAULO DE FARIA;Paulo de Faria;Regional Votuporanga;-49,437399;-20,070003;UDA PAULO DE FARIA;UDA
3537008;PEDREGULHO;Pedregulho;Regional Franca;-47,425298;-20,166923;UDA PEDREGULHO;UDA
3537305;PENÁPOLIS;Penápolis;Regional Araçatuba;-50,133518;-21,385762;UDA PENÁPOLIS;UDA
3537404;PEREIRA BARRETO;Pereira Barreto;Regional Andradina;-51,095273;-20,692586;UDA PEREIRA BARRETO;UDA
3537800;PIEDADE;Piedade;Regional Sorocaba;-47,44278;-23,80763;UDA PIEDADE;UDA
3538006;PINDAMONHANGABA;Pindamonhangaba;Regional Pindamonhangaba;-45,492104;-22,906833;UDA PINDAMONHANGABA;UDA
3539301;PIRASSUNUNGA;Pirassununga;Regional Limeira;-47,415938;-21,969312;UDA PIRASSUNUNGA;UDA
3540002;POMPÉIA;Pompéia;Regional Marília;-50,199272;-22,031283;UDA POMPÉIA;UDA
3540200;PONTAL;Pontal;Regional Ribeirão Preto;-48,057326;-20,986443;UDA PONTAL;UDA
3541109;PRESIDENTE ALVES;Presidente Alves;Regional Bauru;-49,407002;-22,122106;UDA PRESIDENTE ALVES;UDA
3541604;PROMISSÃO;Promissão;Regional Lins;-49,819089;-21,485855;UDA PROMISSÃO;UDA
3542503;REGINÓPOLIS;Reginópolis;Regional Bauru;-49,182032;-21,850058;UDA REGINÓPOLIS;UDA
3543105;RIBEIRÃO CORRENTE;Ribeirão Corrente;Regional Franca;-47,584504;-20,460445;UDA RIBEIRÃO CORRENTE;UDA
3543600;RIFAINA;Rifaina;Regional Franca;-47,443089;-20,0655;UDA RIFAINA;UDA
3543501;RIVERSUL;Riversul;Regional Itapeva;-49,453729;-23,852811;UDA RIVERSUL;UDA
3546108;SANTA CLARA D'OESTE;Santa Clara D´Oeste;Regional Jales;-50,911612;-20,074658;UDA SANTA CLARA D'OESTE;UDA
3547601;SANTA ROSA DE VITERBO;Santa Rosa de Viterbo;Regional Ribeirão Preto;-47,354455;-21,503802;UDA SANTA ROSA DE VITERBO;UDA
3548104;SANTO ANTÔNIO DO JARDIM;Santo Antônio do Jardim;Regional São João da Boa Vista;-46,690229;-22,128856;UDA SANTO ANTÔNIO DO JARDIM;UDA
3549409;SÃO JOAQUIM DA BARRA;São Joaquim da Barra;Regional Orlândia;-47,957384;-20,541691;UDA SÃO JOAQUIM DA BARRA;UDA
3549706;SÃO JOSÉ DO RIO PARDO;São José do Rio Pardo;Regional São João da Boa Vista;-46,896712;-21,593862;UDA SÃO JOSÉ DO RIO PARDO;UDA
3549904;SÃO JOSÉ DOS CAMPOS;São José dos Campos;Regional Pindamonhangaba;-46,047382;-22,904098;UDA SÃO JOSÉ DOS CAMPOS;UDA
3550001;SÃO LUÍZ DO PARAITINGA;São Luiz do Paraitinga;Regional Pindamonhangaba;-45,240726;-23,268939;UDA SÃO LUIZ DO PARAITINGA;UDA
3550506;SÃO PEDRO DO TURVO;São Pedro do Turvo;Regional Ourinhos;-49,749302;-22,680795;UDA SÃO PEDRO DO TURVO;UDA
3550902;SÃO SIMÃO;São Simão;Regional Ribeirão Preto;-47,59811;-21,467678;UDA SÃO SIMÃO;UDA
3552106;SOCORRO;Socorro;Regional Bragança Paulista;-46,561266;-22,463508;UDA SOCORRO;UDA
3552502;SUZANO;Suzano;Regional Mogi das Cruzes;-46,323537;-23,628657;UDA SUZANO;UDA
3552601;TABAPUÃ;Tabapuã;Regional Catanduva;-49,012962;-20,934074;UDA TABAPUÃ;UDA
3552700;TABATINGA;Tabatinga;Regional Araraquara;-48,62208;-21,724185;UDA TABATINGA;UDA
3553104;TAIAÇU;Taiaçu;Regional Jaboticabal;-48,5349;-21,128518;UDA TAIAÇU;UDA
3553302;TAMBAÚ;Tambaú;Regional São João da Boa Vista;-47,241302;-21,5976;UDA TAMBAÚ;UDA
3553708;TAQUARITINGA;Taquaritinga;Regional Jaboticabal;-48,517488;-21,440146;UDA TAQUARITINGA;UDA
3554300;TEODORO SAMPAIO;Teodoro Sampaio;Regional PresidenteVenceslau;-52,395941;-22,453497;UDA TEODORO SAMPAIO;UDA
3554904;TRÊS FRONTEIRAS;Três Fronteiras;Regional Jales;-50,874415;-20,296581;UDA TRÊS FRONTEIRAS;UDA
3555109;TUPI PAULISTA;Tupi Paulista;Regional Dracena;-51,601271;-21,405316;UDA TUPI PAULISTA;UDA
3555406;UBATUBA;Ubatuba;Regional Pindamonhangaba;-45,013022;-23,424839;UDA UBATUBA;UDA
3555604;UCHOA;Uchoa;Regional Catanduva;-49,161259;-20,922365;UDA UCHOA;UDA
3555802;URÂNIA;Urânia;Regional Jales;-50,657254;-20,2015;UDA URÂNIA;UDA
3556008;URUPÊS;Urupês;Regional Catanduva;-49,26194;-21,207789;UDA URUPÊS;UDA
3556305;VALPARAÍSO;Valparaíso;Regional Andradina;-50,947758;-21,196977;UDA VALPARAÍSO;UDA
3556404;VARGEM GRANDE DO SUL;Vargem Grande do Sul;Regional São João da Boa Vista;-46,878933;-21,866025;UDA VARGEM GRANDE DO SUL;UDA
3500105;ADAMANTINA;Adamantina;Regional Dracena;-51,180608;-21,710163;CASA DE AGRICULTURA DE Adamantina;CA
3500204;ADOLFO;Adolfo;Regional São José do Rio Preto;-49,650986;-21,268976;CASA DE AGRICULTURA DE Adolfo;CA
3500303;AGUAÍ;Aguaí;Regional São João da Boa Vista;-47,05419;-22,057679;CASA DE AGRICULTURA DE Aguaí;CA
3500402;ÁGUAS DA PRATA;Águas da Prata;Regional São João da Boa Vista;-46,685196;-21,916583;CASA DE AGRICULTURA DE Águas da Prata;CA
3500501;ÁGUAS DE LINDÓIA;Águas de Lindóia;Regional Bragança Paulista;-46,612849;-22,471172;CASA DE AGRICULTURA DE Águas de Lindóia;CA
3500550;ÁGUAS DE SANTA BÁRBARA;Águas de Santa Bárbara;Regional Avaré;-49,272607;-22,868268;CASA DE AGRICULTURA DE Águas de Santa Bárbara;CA
3500709;AGUDOS;Agudos;Regional Bauru;-49,120125;-22,550958;CASA DE AGRICULTURA DE Agudos;CA
3500758;ALAMBARI;Alambari;Regional Itapetininga;-47,874024;-23,546011;CASA DE AGRICULTURA DE Alambari;CA
3500808;ALFREDO MARCONDES;Alfredo Marcondes;Regional Presidente Prudente;-51,402517;-21,960441;CASA DE AGRICULTURA DE Alfredo Marcondes;CA
3500907;ALTAIR;Altair;Regional Barretos;-49,105118;-20,528514;CASA DE AGRICULTURA DE Altair;CA
3501004;ALTINÓPOLIS;Altinópolis;Regional Franca;-47,406552;-21,005734;CASA DE AGRICULTURA DE Altinópolis;CA
3501103;ALTO ALEGRE;Alto Alegre;Regional Araçatuba;-50,187423;-21,612529;CASA DE AGRICULTURA DE Alto Alegre;CA
3501202;ÁLVARES FLORENCE;Álvares Florence;Regional Votuporanga;-49,912015;-20,292452;CASA DE AGRICULTURA DE Álvares Florence;CA
3501301;ÁLVARES MACHADO;Álvares Machado;Regional Presidente Prudente;-51,514107;-22,145419;CASA DE AGRICULTURA DE Álvares Machado;CA
3501400;ÁLVARO DE CARVALHO;Álvaro de Carvalho;Regional Marília;-49,747832;-22,07736;CASA DE AGRICULTURA DE Álvaro de Carvalho;CA
3501509;ALVINLÂNDIA;Alvinlândia;Regional Marília;-49,759542;-22,444038;CASA DE AGRICULTURA DE Alvinlândia;CA
3501608;AMERICANA;Americana;Regional Piracicaba;-47,296286;-22,719028;CASA DE AGRICULTURA DE Americana;CA
3501806;AMÉRICO DE CAMPOS;Américo de Campos;Regional Votuporanga;-49,756125;-20,287397;CASA DE AGRICULTURA DE Américo de Campos;CA
3501905;AMPARO;Amparo;Regional Bragança Paulista;-46,811329;-22,693437;CASA DE AGRICULTURA DE Amparo;CA
3502002;ANALÂNDIA;Analândia;Regional Limeira;-47,679646;-22,119022;CASA DE AGRICULTURA DE Analândia;CA
3502101;ANDRADINA;Andradina;Regional Andradina;-51,306116;-20,881542;CASA DE AGRICULTURA DE Andradina;CA
3502200;ANGATUBA;Angatuba;Regional Itapetininga;-48,417696;-23,442199;CASA DE AGRICULTURA DE Angatuba;CA
3502309;ANHEMBI;Anhembi;Regional Botucatu;-48,166283;-22,791329;CASA DE AGRICULTURA DE Anhembi;CA
3502408;ANHUMAS;Anhumas;Regional Presidente Prudente;-51,437383;-22,372869;CASA DE AGRICULTURA DE Anhumas;CA
3502606;APARECIDA D'OESTE;Aparecida D´Oeste;Regional Jales;-50,914728;-20,485541;CASA DE AGRICULTURA DE Aparecida d'Oeste;CA
3502705;APIAÍ;Apiaí;Regional Itapeva;-48,799809;-24,430802;CASA DE AGRICULTURA DE Apiaí;CA
3502804;ARAÇATUBA;Araçatuba;Regional Araçatuba;-50,485503;-21,14638;CASA DE AGRICULTURA DE Araçatuba;CA
3502903;ARAÇOIABA DA SERRA;Araçoiaba da Serra;Regional Sorocaba;-47,656393;-23,54059;CASA DE AGRICULTURA DE Araçoiaba da Serra;CA
3503000;ARAMINA;Aramina;Regional Orlândia;-47,819312;-20,156331;CASA DE AGRICULTURA DE Aramina;CA
3503109;ARANDU;Arandu;Regional Avaré;-49,062304;-23,166542;CASA DE AGRICULTURA DE Arandu;CA
3503208;ARARAQUARA;Araraquara;Regional Araraquara;-48,173392;-21,759814;CASA DE AGRICULTURA DE Araraquara;CA
3503307;ARARAS;Araras;Regional Limeira;-47,336075;-22,331681;CASA DE AGRICULTURA DE Araras;CA
3503356;ARCO-ÍRIS;Arco-Íris;Regional Tupã;-50,43623;-21,770315;CASA DE AGRICULTURA DE Arco-Íris;CA
3503406;AREALVA;Arealva;Regional Bauru;-48,996154;-22,070908;CASA DE AGRICULTURA DE Arealva;CA
3503505;AREIAS;Areias;Regional Guaratinguetá;-44,72213;-22,701841;CASA DE AGRICULTURA DE Areias;CA
3503604;AREIÓPOLIS;Areiópolis;Regional Botucatu;-48,649813;-22,61294;CASA DE AGRICULTURA DE Areiópolis;CA
3503703;ARIRANHA;Ariranha;Regional Catanduva;-48,77362;-21,173452;CASA DE AGRICULTURA DE Ariranha;CA
3503802;ARTUR NOGUEIRA;Artur Nogueira;Regional Mogi Mirim;-47,147195;-22,553112;CASA DE AGRICULTURA DE Arthur Nogueira;CA
3503950;ASPÁSIA;Aspásia;Regional Jales;-50,72502;-20,186888;CASA DE AGRICULTURA DE Aspásia;CA
3504008;ASSIS;Assis;Regional Assis;-50,438082;-22,575146;CASA DE AGRICULTURA DE Assis;CA
3504107;ATIBAIA;Atibaia;Regional Bragança Paulista;-46,571246;-23,133402;CASA DE AGRICULTURA DE Atibaia;CA
3504206;AURIFLAMA;Auriflama;Regional General Salgado;-50,578708;-20,643177;CASA DE AGRICULTURA DE Auriflama;CA
3504305;AVAÍ;Avaí;Regional Bauru;-49,313536;-22,187746;CASA DE AGRICULTURA DE Avaí;CA
3504404;AVANHANDAVA;Avanhandava;Regional Araçatuba;-49,958582;-21,464831;CASA DE AGRICULTURA DE Avanhandava;CA
3504503;AVARÉ;Avaré;Regional Avaré;-48,910249;-23,05431;CASA DE AGRICULTURA DE Avaré;CA
3504602;BADY BASSITT;Bady Bassitt;Regional São José do Rio Preto;-49,429294;-20,930372;CASA DE AGRICULTURA DE Bady Bassitt;CA
3504701;BALBINOS;Balbinos;Regional Lins;-49,330127;-21,892581;CASA DE AGRICULTURA DE Balbinos;CA
3504800;BÁLSAMO;Bálsamo;Regional São José do Rio Preto;-49,557443;-20,70062;CASA DE AGRICULTURA DE Bálsamo;CA
3504909;BANANAL;Bananal;Regional Guaratinguetá;-44,330912;-22,763651;CASA DE AGRICULTURA DE Bananal;CA
3505005;BARÃO DE ANTONINA;Barão de Antonina;Regional Avaré;-49,561584;-23,577011;CASA DE AGRICULTURA DE Barão de Antonina;CA
3505104;BARBOSA;Barbosa;Regional Araçatuba;-49,924469;-21,284765;CASA DE AGRICULTURA DE Barbosa;CA
3505203;BARIRI;Bariri;Regional Jaú;-48,734185;-22,057717;CASA DE AGRICULTURA DE Bariri;CA
3505302;BARRA BONITA;Barra Bonita;Regional Jaú;-48,546155;-22,475824;CASA DE AGRICULTURA DE Barra Bonita;CA
3505351;BARRA DO CHAPÉU;Barra do Chapéu;Regional Itapeva;-49,085777;-24,474125;CASA DE AGRICULTURA DE Barra do Chapéu;CA
3505401;BARRA DO TURVO;Barra do Turvo;Regional Registro;-48,406791;-24,903394;CASA DE AGRICULTURA DE Barra do Turvo;CA
3505500;BARRETOS;Barretos;Regional Barretos;-48,614558;-20,516047;CASA DE AGRICULTURA DE Barretos;CA
3505807;BASTOS;Bastos;Regional Tupã;-50,771543;-21,951551;CASA DE AGRICULTURA DE Bastos;CA
3505906;BATATAIS;Batatais;Regional Franca;-47,596353;-20,863177;CASA DE AGRICULTURA DE Batatais;CA
3506003;BAURU;Bauru;Regional Bauru;-49,116763;-22,227981;CASA DE AGRICULTURA DE Bauru;CA
3506102;BEBEDOURO;Bebedouro;Regional Barretos;-48,522526;-20,934;CASA DE AGRICULTURA DE Bebedouro;CA
3506201;BENTO DE ABREU;Bento de Abreu;Regional Andradina;-50,863277;-21,31977;CASA DE AGRICULTURA DE Bento de Abreu;CA
